"","YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","AFDM","SCIENTIFIC_NAME","TAXON_CLASS","GROWTH_MORPH","COARSE_GROUPING"
"172786",2019,7,"2019-07-18","NAPL",3,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"172787",2019,7,"2019-07-18","NAPL",3,"OPES",0.539086941528494,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"172789",2019,7,"2019-07-18","NAPL",3,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"172793",2019,7,"2019-07-18","NAPL",3,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"172794",2019,7,"2019-07-18","NAPL",3,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"172796",2019,7,"2019-07-18","NAPL",3,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"172800",2019,7,"2019-07-18","NAPL",3,"PGL",0.0790138518433958,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"172801",2019,7,"2019-07-18","NAPL",3,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"172810",2019,7,"2019-07-18","NAPL",3,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"172818",2019,7,"2019-07-18","NAPL",3,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"172819",2019,7,"2019-07-18","NAPL",3,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"172840",2019,7,"2019-07-18","NAPL",3,"SFL",19.2686920868008,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"172849",2019,7,"2019-07-18","NAPL",3,"SPL",48.3879176818923,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"172861",2019,7,"2019-07-18","NAPL",3,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"172876",2019,7,"2019-07-18","NAPL",4,"AML",0.783562985899388,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"172881",2019,7,"2019-07-18","NAPL",4,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"172882",2019,7,"2019-07-18","NAPL",4,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"172907",2019,7,"2019-07-18","NAPL",4,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"172909",2019,7,"2019-07-18","NAPL",4,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"172920",2019,7,"2019-07-18","NAPL",4,"COCA",0.55280474433792,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"172930",2019,7,"2019-07-18","NAPL",4,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"172936",2019,7,"2019-07-18","NAPL",4,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"172939",2019,7,"2019-07-18","NAPL",4,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"172969",2019,7,"2019-07-18","NAPL",4,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"172972",2019,7,"2019-07-18","NAPL",4,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"172983",2019,7,"2019-07-18","NAPL",4,"KEKE",0.356167023289125,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"172984",2019,7,"2019-07-18","NAPL",4,"LA",0.0423842795903096,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"172989",2019,7,"2019-07-18","NAPL",4,"LIGL",0.751004330254798,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"172993",2019,7,"2019-07-18","NAPL",4,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"172999",2019,7,"2019-07-18","NAPL",4,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"173000",2019,7,"2019-07-18","NAPL",4,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"173009",2019,7,"2019-07-18","NAPL",4,"NONO",0.767249909887972,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"173012",2019,7,"2019-07-18","NAPL",4,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"173014",2019,7,"2019-07-18","NAPL",4,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"173015",2019,7,"2019-07-18","NAPL",4,"OPES",0.0877179059621229,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173017",2019,7,"2019-07-18","NAPL",4,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173021",2019,7,"2019-07-18","NAPL",4,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"173022",2019,7,"2019-07-18","NAPL",4,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"173024",2019,7,"2019-07-18","NAPL",4,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"173028",2019,7,"2019-07-18","NAPL",4,"PGL",0,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"173029",2019,7,"2019-07-18","NAPL",4,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"173038",2019,7,"2019-07-18","NAPL",4,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"173046",2019,7,"2019-07-18","NAPL",4,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"173047",2019,7,"2019-07-18","NAPL",4,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"173068",2019,7,"2019-07-18","NAPL",4,"SFL",1.66708424653143,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"173077",2019,7,"2019-07-18","NAPL",4,"SPL",7.7269190355017,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"173089",2019,7,"2019-07-18","NAPL",4,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"173104",2019,7,"2019-07-18","NAPL",5,"AML",3.82894258873328,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"173109",2019,7,"2019-07-18","NAPL",5,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"173110",2019,7,"2019-07-18","NAPL",5,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"173135",2019,7,"2019-07-18","NAPL",5,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"173137",2019,7,"2019-07-18","NAPL",5,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"173148",2019,7,"2019-07-18","NAPL",5,"COCA",0.38220856185963,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"173158",2019,7,"2019-07-18","NAPL",5,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"173164",2019,7,"2019-07-18","NAPL",5,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"173167",2019,7,"2019-07-18","NAPL",5,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"173197",2019,7,"2019-07-18","NAPL",5,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"173200",2019,7,"2019-07-18","NAPL",5,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"173211",2019,7,"2019-07-18","NAPL",5,"KEKE",0.198691258301377,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"173212",2019,7,"2019-07-18","NAPL",5,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"173217",2019,7,"2019-07-18","NAPL",5,"LIGL",1.90382233556513,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"173221",2019,7,"2019-07-18","NAPL",5,"LOGR",0.838823179539034,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"173227",2019,7,"2019-07-18","NAPL",5,"MECR",1.10749308201273,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"173228",2019,7,"2019-07-18","NAPL",5,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"173237",2019,7,"2019-07-18","NAPL",5,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"173240",2019,7,"2019-07-18","NAPL",5,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"173242",2019,7,"2019-07-18","NAPL",5,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"173243",2019,7,"2019-07-18","NAPL",5,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173245",2019,7,"2019-07-18","NAPL",5,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173249",2019,7,"2019-07-18","NAPL",5,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"173250",2019,7,"2019-07-18","NAPL",5,"PAPA",0.959204040899179,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"173252",2019,7,"2019-07-18","NAPL",5,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"173256",2019,7,"2019-07-18","NAPL",5,"PGL",0,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"173257",2019,7,"2019-07-18","NAPL",5,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"173266",2019,7,"2019-07-18","NAPL",5,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"173274",2019,7,"2019-07-18","NAPL",5,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"173275",2019,7,"2019-07-18","NAPL",5,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"173296",2019,7,"2019-07-18","NAPL",5,"SFL",3.14119475740725,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"173305",2019,7,"2019-07-18","NAPL",5,"SPL",9.0459114471422,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"173317",2019,7,"2019-07-18","NAPL",5,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"173332",2019,7,"2019-07-18","NAPL",6,"AML",1.87876329851851,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"173337",2019,7,"2019-07-18","NAPL",6,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"173338",2019,7,"2019-07-18","NAPL",6,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"173363",2019,7,"2019-07-18","NAPL",6,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"173365",2019,7,"2019-07-18","NAPL",6,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"173376",2019,7,"2019-07-18","NAPL",6,"COCA",0.262236554321192,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"173386",2019,7,"2019-07-18","NAPL",6,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"173392",2019,7,"2019-07-18","NAPL",6,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"173395",2019,7,"2019-07-18","NAPL",6,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"173425",2019,7,"2019-07-18","NAPL",6,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"173428",2019,7,"2019-07-18","NAPL",6,"HARU",0.87641903633372,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"173439",2019,7,"2019-07-18","NAPL",6,"KEKE",0.613248453092899,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"173440",2019,7,"2019-07-18","NAPL",6,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"173445",2019,7,"2019-07-18","NAPL",6,"LIGL",1.09547170595366,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"173449",2019,7,"2019-07-18","NAPL",6,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"173455",2019,7,"2019-07-18","NAPL",6,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"173456",2019,7,"2019-07-18","NAPL",6,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"173465",2019,7,"2019-07-18","NAPL",6,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"173468",2019,7,"2019-07-18","NAPL",6,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"173470",2019,7,"2019-07-18","NAPL",6,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"173471",2019,7,"2019-07-18","NAPL",6,"OPES",0.122695812683936,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173473",2019,7,"2019-07-18","NAPL",6,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173477",2019,7,"2019-07-18","NAPL",6,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"173478",2019,7,"2019-07-18","NAPL",6,"PAPA",0.692902100689304,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"173480",2019,7,"2019-07-18","NAPL",6,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"173484",2019,7,"2019-07-18","NAPL",6,"PGL",0,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"173485",2019,7,"2019-07-18","NAPL",6,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"173494",2019,7,"2019-07-18","NAPL",6,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"173502",2019,7,"2019-07-18","NAPL",6,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"173503",2019,7,"2019-07-18","NAPL",6,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"173524",2019,7,"2019-07-18","NAPL",6,"SFL",7.74583244087775,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"173533",2019,7,"2019-07-18","NAPL",6,"SPL",9.18680876498869,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"173545",2019,7,"2019-07-18","NAPL",6,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"173560",2019,7,"2019-07-18","NAPL",7,"AML",5.43908530468226,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"173565",2019,7,"2019-07-18","NAPL",7,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"173566",2019,7,"2019-07-18","NAPL",7,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"173591",2019,7,"2019-07-18","NAPL",7,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"173593",2019,7,"2019-07-18","NAPL",7,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"173604",2019,7,"2019-07-18","NAPL",7,"COCA",0.352003119391522,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"173614",2019,7,"2019-07-18","NAPL",7,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"173620",2019,7,"2019-07-18","NAPL",7,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"173623",2019,7,"2019-07-18","NAPL",7,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"173653",2019,7,"2019-07-18","NAPL",7,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"173656",2019,7,"2019-07-18","NAPL",7,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"173667",2019,7,"2019-07-18","NAPL",7,"KEKE",0.160733873735884,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"173668",2019,7,"2019-07-18","NAPL",7,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"173673",2019,7,"2019-07-18","NAPL",7,"LIGL",1.40769661185692,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"173677",2019,7,"2019-07-18","NAPL",7,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"173683",2019,7,"2019-07-18","NAPL",7,"MECR",1.43305160766948,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"173684",2019,7,"2019-07-18","NAPL",7,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"173693",2019,7,"2019-07-18","NAPL",7,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"173696",2019,7,"2019-07-18","NAPL",7,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"173698",2019,7,"2019-07-18","NAPL",7,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"173699",2019,7,"2019-07-18","NAPL",7,"OPES",1.29226789217891,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173701",2019,7,"2019-07-18","NAPL",7,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173705",2019,7,"2019-07-18","NAPL",7,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"173706",2019,7,"2019-07-18","NAPL",7,"PAPA",0.625746354907468,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"173708",2019,7,"2019-07-18","NAPL",7,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"173712",2019,7,"2019-07-18","NAPL",7,"PGL",0,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"173713",2019,7,"2019-07-18","NAPL",7,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"173722",2019,7,"2019-07-18","NAPL",7,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"173730",2019,7,"2019-07-18","NAPL",7,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"173731",2019,7,"2019-07-18","NAPL",7,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"173752",2019,7,"2019-07-18","NAPL",7,"SFL",3.70855556003774,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"173761",2019,7,"2019-07-18","NAPL",7,"SPL",8.79396405175762,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"173773",2019,7,"2019-07-18","NAPL",7,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"173788",2019,7,"2019-07-18","NAPL",8,"AML",1.13043915420582,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"173793",2019,7,"2019-07-18","NAPL",8,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"173794",2019,7,"2019-07-18","NAPL",8,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"173819",2019,7,"2019-07-18","NAPL",8,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"173821",2019,7,"2019-07-18","NAPL",8,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"173832",2019,7,"2019-07-18","NAPL",8,"COCA",0.184955391019494,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"173842",2019,7,"2019-07-18","NAPL",8,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"173848",2019,7,"2019-07-18","NAPL",8,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"173851",2019,7,"2019-07-18","NAPL",8,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"173881",2019,7,"2019-07-18","NAPL",8,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"173884",2019,7,"2019-07-18","NAPL",8,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"173895",2019,7,"2019-07-18","NAPL",8,"KEKE",0.17180727671099,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"173896",2019,7,"2019-07-18","NAPL",8,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"173901",2019,7,"2019-07-18","NAPL",8,"LIGL",1.46442363350575,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"173905",2019,7,"2019-07-18","NAPL",8,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"173911",2019,7,"2019-07-18","NAPL",8,"MECR",1.52813193014522,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"173912",2019,7,"2019-07-18","NAPL",8,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"173921",2019,7,"2019-07-18","NAPL",8,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"173924",2019,7,"2019-07-18","NAPL",8,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"173926",2019,7,"2019-07-18","NAPL",8,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"173927",2019,7,"2019-07-18","NAPL",8,"OPES",0.726282410233771,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173929",2019,7,"2019-07-18","NAPL",8,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"173933",2019,7,"2019-07-18","NAPL",8,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"173934",2019,7,"2019-07-18","NAPL",8,"PAPA",0.595744364055458,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"173936",2019,7,"2019-07-18","NAPL",8,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"173940",2019,7,"2019-07-18","NAPL",8,"PGL",0,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"173941",2019,7,"2019-07-18","NAPL",8,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"173950",2019,7,"2019-07-18","NAPL",8,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"173958",2019,7,"2019-07-18","NAPL",8,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"173959",2019,7,"2019-07-18","NAPL",8,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"173980",2019,7,"2019-07-18","NAPL",8,"SFL",7.85133764360434,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"173989",2019,7,"2019-07-18","NAPL",8,"SPL",5.51599541576731,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"174001",2019,7,"2019-07-18","NAPL",8,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"174016",2019,7,"2019-07-19","AHND",1,"AML",0,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"174021",2019,7,"2019-07-19","AHND",1,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"174022",2019,7,"2019-07-19","AHND",1,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"174047",2019,7,"2019-07-19","AHND",1,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"174049",2019,7,"2019-07-19","AHND",1,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"174060",2019,7,"2019-07-19","AHND",1,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"174070",2019,7,"2019-07-19","AHND",1,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"174076",2019,7,"2019-07-19","AHND",1,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"174079",2019,7,"2019-07-19","AHND",1,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"174109",2019,7,"2019-07-19","AHND",1,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"174112",2019,7,"2019-07-19","AHND",1,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"174123",2019,7,"2019-07-19","AHND",1,"KEKE",0,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"174124",2019,7,"2019-07-19","AHND",1,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"174129",2019,7,"2019-07-19","AHND",1,"LIGL",1.0251808747436,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"174133",2019,7,"2019-07-19","AHND",1,"LOGR",0.632520584460045,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"174139",2019,7,"2019-07-19","AHND",1,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"174140",2019,7,"2019-07-19","AHND",1,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"174149",2019,7,"2019-07-19","AHND",1,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"174152",2019,7,"2019-07-19","AHND",1,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"174154",2019,7,"2019-07-19","AHND",1,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
